 300
   46  6124     4
   73   537     6
   41  3649     4
   35   514     7
   43   836     6
    5  6711     9
   50  2671     7
    5   703     9
   10  4624     8
   30  5894     1
   57  5810     4
   17  3931    10
   86  5056     7
   75  5991     1
    9  5066     1
   80  2350     5
   88  1687     3
   62  5985     1
   74  2954     6
   28  6015     9
   49  3438     8
   20  3000     2
   37  7405     5
   71  6290     9
   83  2453     8
   16  1290     4
   61   547     9
   77  6038     7
   67  1407     1
   69  6698     8
   45  6982     4
   12  7532     4
   41  7236     4
   86  3045     8
   46   460     1
   84   486     9
   90  2171     7
   96  3132     8
   88  1189     8
  100  6795     4
   25  1440     8
   45  7000     2
   16  3141     3
   10  6497     4
   20  5405     2
   24   621     3
   90  1261     9
    7  7093     5
   86  6606     4
   63  4216     5
   34  5523     4
   34  2459     2
   83  7216     6
   71  5342     9
    4  1163    10
   65  2084     4
   86  6633     2
   65  1711     8
   42   537    10
   53   455     3
   33   823     6
   86  7519     4
   64   401     7
   74   474     9
   71  2979     2
   10   862     8
   57   960     8
   61  5151     8
    5  3994     5
   45  2150     5
   60  4361     1
   30  5435     2
   90  1564     7
   75  7502     4
   39  4347     6
    9  6970     8
   99   538     7
   29  5609     5
   15  6477     3
   84  7145    10
   92  2239     9
   49  4415     6
   18  2018     1
   74  1870     5
   19  2171     4
   22  3182     1
   39  3954     8
    5  1219     6
   86  4893     8
   80  4491     8
   57  1675     9
   19  5717     3
   66  4425     2
   20  2076     6
   92  6192     2
   37  7404     3
   30  2939     3
   48  7153     9
   97  4969    10
   34  6934     7
   93  1717     4
   57  1745     1
   63  4784     9
   82  3282    10
   32  1661     5
    2  1545     4
   90  2667     8
   31  2200     1
   30  7155     8
    5  1558    10
   14  1759     1
   21  1809     7
   54  5973     6
   32  3778     2
   95  3679     1
   72   559    10
   53  6960     2
   34    47     8
   77  1779     6
   38  4268    10
   13  4539     6
   33  3454     5
   56  2400     2
   79  1378     7
   53  5531    10
   47  1006     3
   15  1197     9
   83   884     2
   95   573     2
   11  6167     9
   16   233     9
   88  2291     5
   68   326     9
   79  5017     7
   69  5574     5
   99  1988     3
   81  6563    10
   59   655     2
   29  4188     4
   11  6133     8
   64  2214     2
   43  5947     4
   32   356     4
   17   601     8
   74  2139     6
   26  4035     4
   89  1161     8
   26  1514     8
   60  4083     2
   66  2941     3
   64  5783     7
   73  1037     7
   98  6396     8
   19   597     8
   51  2415     3
   51  4341     7
   66  1604     1
   65  3613     2
   33  5226     9
   61  2178     3
   76  2195    10
   49  5460     7
   48  4469     8
   43  2521     9
   28  2891     3
   17  2457     2
   42  4510     2
    8  1869     3
   76  3112     4
   70  1112     5
   18   416    10
   40  5326     6
   13  7060     9
   49   773     3
   56  5928     4
   86  1613     4
   75  4808     7
   45  7090     1
   12  3128     2
   34  1306     8
   10  2445     4
   75  1326     8
    6  2343     4
    8  1255     1
   94  1923     6
   57  4759     7
   59  5597     8
   59  3528     6
   21   787     9
   92  3238     6
   20  5706     9
   97  2982     8
   40  1112     3
   68  2589     6
   40  5504     7
   68  4003     5
   85  5047     8
   81  2428     8
   75  5873     7
   60   573     2
   51  3540     2
   93  6290     7
   99  5900     7
   63  3015     1
   42  7063    10
   55  4242    10
   49  4628     5
   16  4286     6
  100  3746     1
   60   171     6
   50  5592     3
    9  6192     4
   35  1497     3
   56   350     7
   17  7448     4
   28  3421     8
   12  5109     3
   75  5460     1
   87  6949     4
   33  5897     1
   66  1112     7
    6  5070     2
   29  1293     9
    6  2224     9
   74    73     8
   69  6797     5
   73  6228     3
   58  5120     5
   50  1640     2
   48  4515    10
   17  5694     6
  100  5181     4
   40  3220     7
   16  4008     3
   63   610     5
   82  2697     6
   71   664     3
   11  5239     9
   98  6983     1
   70  4411     3
   71  5411     5
   47  4990     3
   78  3018     6
    5  6908     7
    3  5340     9
   95  2881    10
   33  2744     5
   15  2864     2
   70   755    10
   19  2107     9
   47  1176     2
   36  1867     7
   25  7178     1
   76  2469     1
   41  4091     5
   98  7251     8
   44  1681     6
   14  2734     8
   55  4786     3
   93  3322     8
   62  7250     7
   72  2894     8
   93   917     1
    2  2884     3
   87  6903     1
   55  1528     6
   83  5581     9
   57  7568     3
   66  6767     4
   80  4979     9
   26  4394     5
   36  4592     8
   27  2383     1
    4  7412     1
   41  3915     5
   29   138    10
   99  2707    10
   73  6659    10
   43  3003     1
   68  3462    10
   91  1181     8
   89  4179     3
    3  5330     6
   15   773     8
   65  6649     3
   44  1836    10
   13   439     5
    8   745     8
   58  4570     7
   67  5225     8
    1  4067     5
   19  4234     4
   38   534     6
   93  4985     6
   20  7118     7
   25  7438     6
   48  6513     1
    2  5114     5
   82  7420     9
   13  5694     5
