 300
   35 13779     5
   22 13189     2
   77 12937     4
   76 11689     1
   48 13151     8
   18 11555     3
   95 13585    10
   74 13207     2
   17 11986     4
   53 12328     2
   93 12269     3
   96 12416     3
   20 11396     2
   97 12608     1
   31 11575     4
   34 12223     2
   41 12960     1
   13 11862     1
   84 12759     8
   84 11010     5
   14 12753     3
   24 11146    10
   11 10945     5
   22 12717     3
   55 13071     6
   87 13453     7
   13 11284     3
   41 11845     8
   97 11364    10
   76 11048     1
   37 12685    10
   32 11339     4
   98 13502     2
   14 11818     3
    8 12293     4
   45 12849     9
   31 12637     5
    2 12074     4
   18 12251    10
   47 10818     9
   55 13667     5
   11 13785     2
   43 12499     1
   75 11258     6
    8 12588     3
   74 13339     4
    8 12746     7
   48 11743     4
   86 11396     5
   92 11700     4
   32 12017     8
  100 13413     7
   15 12111     4
   43 12227     3
   22 12326     9
   70 11377    10
   29 11875     9
   34 12874     2
   11 12487     7
   25 12504     9
   10 13187     2
   47 11367     7
   57 13107     2
    7 12885     3
   61 12449     9
   64 11596     5
   52 11929     2
   91 11281     4
   66 12934     9
   69 13445     2
   38 11364     2
   21 12796     3
   80 13425     3
   80 13128     2
   95 13319     8
   87 12208     6
   53 12662     6
    3 12260     5
   35 13216     9
   39 13323    10
   94 13225     9
   66 11428     6
   38 12932     7
    9 11531     3
    8 12920     8
   59 11454     5
   78 12173     2
   36 10990     7
   93 13592     6
   88 10855     8
   61 12758     5
    2 12975     8
   35 11486     4
   17 12061     6
    9 12055    10
   95 13200     3
   81 12921     1
   60 13249     2
   85 13746     7
   46 12050     9
   29 12889     3
   22 11306     8
   67 11042     2
    8 12510     6
    2 13698    10
   61 13625    10
   94 10913     1
   54 12556     6
   63 12081     4
   28 13394     9
   92 12075     5
   57 11502     3
   94 11018     5
   29 11202     1
   65 12297     5
    1 13202     3
   88 11920     6
   43 13734     7
   36 13456     9
   80 11708     1
   30 10784     4
   97 12409     4
   81 10879     9
   65 11535     8
   13 13734    10
   89 12198     9
   60 10931     1
   94 12851    10
   49 11643    10
   44 10872     7
   40 11097     9
   77 13797     2
   66 11443     5
    6 11403    10
   84 12502     7
   67 11336     4
   66 11224    10
   78 12680     8
   20 13157     9
   28 12570     3
    5 12269     6
   12 11428     4
   84 13336     6
   99 12551     1
   41 11894     4
   49 11829     1
   99 11948     3
   28 13079     9
   91 11759     7
   35 11600     1
    8 10982    10
   21 11808     1
   31 13273     5
   89 11126     8
   85 12608     8
   44 13203     4
   78 12588     6
   44 12803     8
   37 12249     4
   26 13496     6
   88 12940     5
   76 12610     3
    2 13488     7
   54 13647     9
   81 13278     3
   86 12186     4
   20 11179     3
   47 13766     2
   63 11062     1
   40 13600     2
   75 12531     4
   68 12595     7
   51 11223     5
   59 12063    10
   66 11342     7
   92 12382     9
    7 13156    10
   65 12555     9
   20 11657     7
   98 11111     6
   99 13419    10
   27 11904     7
   18 12183     6
   30 12888     4
   15 12294     5
    3 10986     4
   73 12286     8
   93 11078     1
   46 13054     2
   10 13800     1
   18 10769     6
   34 12189     6
   85 12605     3
   20 13522     2
   87 12031     4
   66 12079     5
    5 11903     6
    7 12474     7
   12 12040     6
   68 12229     6
   46 12270     8
   86 10767    10
   35 11020     2
   97 12758     3
   45 12095    10
  100 11627     9
   88 11336     1
   51 11446     9
   64 13446     8
    8 12257     8
   48 11822     5
   63 13061     8
   34 13425     5
   66 13269    10
   92 12144     1
   49 11914     9
   68 13520     4
   65 13695     9
   41 12256     9
   14 12769     5
   74 13690     9
   59 12289     4
   47 11153    10
   59 12491     2
   79 12006     6
   34 12449     4
   25 10765     7
   83 13174     1
   40 11118     1
   37 12070     2
   51 11599     7
   86 12653     9
   23 12102     2
   85 11883     9
   83 11606     1
   67 13461     1
   85 12775     7
   70 12206     2
   17 11103    10
   49 12416     5
   78 13728    10
   65 12189     4
   12 11672     2
   11 13348     4
   30 11653     4
    4 13081     2
   60 11458     3
   98 11369     7
   68 12971     1
  100 12978     1
   11 13402     2
   42 12857     9
   59 11463     5
   58 10751     2
    1 11544     1
   37 12734     1
   91 12464     6
   25 11574     7
   20 12104     2
   30 12847     6
   62 12908     9
   70 12967     8
   16 11695     4
   84 11205    10
   55 11046     6
   98 12566     5
   51 10861     1
   40 13085     3
   68 10968     7
   68 11229     1
   88 11696     7
   45 10891     6
   32 12682     5
   99 12633     8
   55 13504     9
   62 13600     8
    2 11910    10
   15 11157     1
   60 11164     5
   70 11077    10
   15 13400     2
   70 10762     7
   12 13198     9
   73 11058     7
   27 10777     8
   12 10938     9
   10 13057     8
   18 12505     3
   37 11776     5
   30 11356     9
   48 11548     9
   98 10880     3
   99 13588     6
   63 12507     3
   82 11350     3
   54 10829     2
   61 11269     7
   32 11476     4
   93 13178     4
   28 11501     4
