 300
    3  3954    10
   77  9398     6
   11  7845     4
   81  2983     9
   10  3059     1
    1  2928     2
   43  5772     6
   24 10622     1
   86  9579     1
   16  4181     2
   14 10376     5
   23  7294     7
   56  8797     6
   81  8872     3
   51  3732     5
   36  1403     4
   64  7667     6
   61 10054     2
   71  1844     6
   65  9258     2
   12  2554     7
   22   211     3
   17  4284     4
   21  5624     4
   84  5439     2
   46   428     4
   32  5187     1
   84  9561     4
    3  3789     1
   68  5177     3
   62  9905    10
    5  7744    10
   45  3386     9
   73  6560     3
   86 10727     9
   54  6445     9
   73  9488     4
   28  5310     4
   77  5878     9
   58  7878     4
   44  9491     6
   91  5065     4
   81  3983     1
  100  7098     2
   71  2747     7
   32  7715     6
   35  8502     5
   34 10414     2
   92  6580     7
    5 10346     1
   99  8483     3
    4  9135     4
   27 10558     3
   16  1577     7
   25  3569     7
   11  4807     5
   61  2006     1
   56  8757     7
   94  3178     8
   64  5795     1
   24  2744    10
   56  1894     8
   69  2350     1
   69  6131     8
   28  8454    10
   54  1887     9
   22  1387     7
    1  6753     4
   81  7197     3
   99  7265     6
   59  3441     8
   25  5498     9
   90  1141    10
   39  7424     9
   24  1406    10
   61  3888     6
   71  3950     4
   58  9909     4
   94  3113     7
   62 10530     1
   63  9065     4
   93   407    10
   66  8476     4
   90  8434     7
    9  1984     7
   90   856    10
  100  2051     1
   69  3991     7
   46  9613     7
   94  5230     9
   33  9787     8
   70  1168     6
   49  7124     6
    1   947     8
   38  7299     4
   77  4389     6
   54  2834     7
   60  8686    10
   77 11142    10
   35 10031    10
   58  4762     6
   36  3393     8
   59  4340     8
   47  5903     5
   74 10818     6
   83  5747     7
    7  9792    10
   44  3578    10
   41  4466    10
    1  1715     7
    6  2919    10
    3  2341     4
   94  2122     6
   72   205     3
   92 10776     1
    2  4107     2
   62  1062     3
   92  1638     2
   71  8098     9
    8 10675     9
   85  6869    10
    3  6695     6
   77   654     4
   34  2803     6
    3  7643     4
   14  7953     7
   11  7192     2
   57 10477     1
   73  5450     7
   88  7145     1
   92  9319    10
   31 10212     2
   23 10538     8
   51  2469     7
   78  4926     6
   97 10166     4
   33  8216     4
   85  3528     6
   41  2555     3
   73  1492     4
   86  5244     2
   47  5474     2
   76  3834     7
   79  7367     8
   18  5680     5
   67  3420     8
   80   285    10
   80  6743     8
   59  5059     9
   50  8384     8
   87  6228     6
   44   738     9
   53  3890     4
   63  6883    10
   78  3542     4
   55   343     8
   77  3647     7
   88 10734     6
   12 10820     8
   50  9097     3
   76  6690     7
    3  8950     8
   80  8120     4
   98  6038     5
   54   229     4
   58  1857    10
   94  5015     8
   86  8445     8
   42  5385     6
   35  7570     1
   59  9938     1
   27 10630     7
   81  1855     3
   34  2583     7
    5  6807     5
   99  7536     7
    1  6003     5
   85  7092     4
   78  3089     4
   59 11063     3
   34  4287     2
   64  9318    10
    3   611     1
   86  8177     6
   27  5011     9
   80  4153     5
   41  8520     3
    3  8658     5
   68  3698    10
   53  8151    10
   52  6566     7
   43 10388     6
   56  5911     8
   32  3496     1
   41  5237    10
    9  6140     1
   89  5353     1
   35 10252     8
   95  3396     8
   30 10739     6
   69  6633     8
   53  2145     9
   57 10180     3
   49  8489    10
   86  4728     6
   61  5797     7
   48  4835     7
   87 10732    10
   46  1700     1
   25  7925     1
   46 10605     2
   79  5987     3
   89  6053    10
   48    26     3
   65  2974     8
   15 11065     8
   28  4179     7
    6   305    10
   17  8534     3
   95  7878     7
   59  8456    10
   69  3910    10
   38  7076     3
   14  3178     7
  100  7407    10
   78  1123     3
   23  9318     8
   89  1571    10
   12   186    10
   17  1525     6
   18  1121     6
   80  6819     8
   69  3671     4
   75   111     8
   29  4118     7
   55  8399     9
   36  5908     5
   77  8954     4
   41  7941     8
   81  7609     5
    1  5689     4
   87  7357    10
   60  2407     7
   90   553     3
   34  7383     2
   25  5382     5
    4   428     1
   61   373     8
   31  5687     4
   21  8963     3
   56  8252     4
   89  2954     3
   89  1683     2
   93  4138     6
    3  6132     9
   89  9091     2
   71  5262     8
   25  4261     6
   77 10662     2
   82  5448     8
   42  5787     2
   95   593     7
   62  1078     5
   10  9458     5
   69   704     5
   91  5197     2
   65  6668     3
    4  6613     9
   67  2961     5
    6  3420     1
   85  3033     4
   68  8651     9
   92 10777    10
   44  5440     1
   57  9204     2
   25  6971     1
   68 10822     5
   60  9633     2
   86  7345     8
   98  5320     9
   80  7406     5
   42  4407     2
   87  8274     1
   69  9090     7
   34  8546     8
   90  3217    10
   57  6991     9
    4  2618     5
   15  7478     6
   33  6463    10
   86  8067     2
   56  2076     7
   28  7057     7
   47  9146     7
   66   344     1
   97  7761     1
   37  3153     8
   31  7013     4
  100  3185    10
    4  6114     3
