 300
   71  4637     7
   64  5384    10
   11  7162     4
   85  5512     8
    4  5874     1
   71  7274     8
   79  5058     2
   65  6412     7
   26  6339    10
   51  6320     5
   76  6637     6
   44  6477     2
    5  7260     4
   14  6869     3
   15  6455     8
   43  6351    10
   29  6616     3
   20  6638     8
   99  6834     1
    3  6784     8
   22  5689     2
   40  6851     8
   68  6778     4
   52  7048     3
   12  6300     5
   13  5976     4
   16  7221    10
   47  6170     8
   39  6344     1
   48  5903     4
   29  6138     9
    9  6482     7
   11  6787     3
   40  5798     3
   94  7494     5
   14  5159     3
   11  5571    10
   73  5050     6
   79  7072    10
   36  7410    10
   23  6871     1
   54  6208     5
   80  6386     2
   28  6629     4
   67  5575     7
   94  5339     9
   70  5479     3
   95  4690    10
   13  7478     6
   68  4811     4
   98  6974     7
   35  5666     8
    8  7163     2
   66  6250     1
   87  5212    10
   19  5961     6
   78  4725     4
    2  4931     9
   65  4630     4
   16  6570     5
   49  6335     3
   94  6268     2
   25  5550     1
   60  5621     5
   34  4565     5
   18  5543     5
   74  6280     8
   44  5636     5
   90  6093     1
   53  5851     7
   79  5545     5
   13  5462     1
    6  4557     2
   59  7432     6
   40  4590     5
   73  5633     9
   53  5269     4
   10  5569     8
   68  5823     8
   66  5246    10
   77  5881     1
   65  5296     5
    1  6412     7
   85  5542     2
   30  7046     5
   87  7124     7
    3  7003     8
    7  7272     9
   89  4554     6
   68  7134     1
   23  6341     3
   38  6390     8
   61  5900     3
   47  7392     4
   98  4509     3
   94  5965     8
   65  5433     9
   72  6290    10
   38  7102     2
   55  7027     9
   24  4639     7
   17  5146     6
   67  4987    10
   29  4696     8
   75  5076     1
    7  5078     4
    1  5829     7
   28  5846     5
   16  6147     1
   69  7153     5
   93  6592     4
   93  4526     1
   34  4947     9
   93  5502     1
   77  5569     3
   63  7494     4
   80  5125     8
   80  5071    10
   70  7265     3
   68  5180     3
   47  4703     1
   93  6104     6
    5  7070    10
    8  6103     4
   39  5995     9
    3  7079     2
    2  4567     1
    3  6929     7
   74  5867     2
   39  7170     2
   57  6454     6
   97  6007     8
   55  4814     7
   24  6942     5
   25  6204     6
   30  5391     8
   30  4518     8
   26  4531     2
   57  6737     2
   46  6165     9
   95  7185     7
   50  5827     6
   39  6192     9
   28  4630     5
   43  6830     7
   15  7261     2
   90  4622     9
   22  7456     4
   94  4830     2
   60  7388     1
   89  5134     6
   40  5033     2
   52  5990     7
   94  4703     5
   48  6637     6
   91  7486     5
   96  7283     6
   49  6705     6
   94  6913     2
   69  5648     8
   87  6374     7
   51  5865     7
   66  7156     5
   42  6688     4
   74  5305     2
   90  5858     1
   72  4577     2
    4  5323     9
   16  5890     3
   29  6815     4
   50  6989     7
   10  5573     9
   78  5141    10
   88  5679     6
   38  5704     4
   20  7472     6
    2  5439     7
   28  5826     2
   42  7426     9
   96  5769     8
   87  5713     3
   31  5059     4
   36  6303    10
   39  7203     9
   24  5262     9
   83  5439     5
   30  7188     4
   20  5043     5
   31  4643    10
   23  6599     5
   89  6192     2
   18  6517     7
   73  4963     2
   54  5846     7
   59  5704     1
   47  5768     3
   44  7205     7
   31  5782     3
   51  6592     1
   60  5593    10
   59  5095     6
  100  6080     8
   70  6667     8
   37  5737     5
   87  7259     4
    7  4869     1
   57  5707     1
   88  5196    10
   34  6196     3
   98  5631    10
   84  6466     8
   20  7409     6
   28  6190     4
   19  5268     7
   59  7111     4
   52  6952     2
    2  6208     1
   88  6797     7
   71  7496     7
   33  6351     1
   11  5894     2
   59  6186     8
   50  5367     8
   84  6358     3
   13  4530     4
    8  6571     8
   31  4624     5
   56  7236     1
   39  4852     1
   81  6717     6
   15  5327    10
   97  5448     6
   80  5295     4
   84  7494     8
   33  6685     1
   66  5053     7
   90  4861     9
   90  4890     2
   54  5749     7
   24  6557     1
   87  6022     1
   37  4714     4
   43  6465     6
   14  4710     4
   56  5483     1
    2  6074    10
   66  7163     6
   58  7191     1
   90  5369     6
   36  7157     2
   90  6040     2
    1  6764     7
   95  5842     9
   39  6908     9
   84  5620    10
    7  5873     3
   47  5978     7
   15  5745     5
   63  5607     3
   85  6330     7
   95  4960    10
   77  6435     3
   82  7279     3
   74  5756     4
   61  6427    10
   15  6462     4
   39  6309    10
   51  6789     8
    4  6853     5
   93  4557     6
   74  5845     9
   90  5373     6
   30  4771    10
   17  4808     5
    4  5584     9
   85  5755    10
   18  6382     4
   69  5246     5
   43  5444     1
    8  7252    10
    5  4902     6
   32  6985     3
    8  6515     7
  100  6245     5
   70  6391     1
   92  4634     6
    7  4616     7
   17  4867     8
    6  5879    10
   69  5723    10
    1  6698     4
  100  6340    10
   46  4656     2
   82  6475     7
   74  4594     3
    6  6584     2
   96  5436    10
   13  6403     3
   57  5872    10
   99  4787     5
