 300
  100  4530     7
   39  1637     2
   21  1669    10
    6  5543     5
   75  3213     2
   89  3304     5
   75  5945     5
    2  3970     3
   47  5405    10
   99  4669     6
   68  3114     1
   82  2718     8
   46  3537     2
   31  3327     4
   47  3508     8
    6   340     5
    2  2465     9
   16   993     4
   10    63     7
   97  3418     9
   12  2302     4
   38  3333     8
   28  1480     5
   95  5519     5
   82  3931     7
   93  3683     8
   60  3832     4
   46  3474     2
   44  4340    10
   23  1590    10
    8  4495     8
   43  2810     6
   62  3227     2
   29   104     7
   48  2294     1
   36   381     3
   18  3409     1
   23  2180     6
   38  4352     6
   65  2754     1
   21   789     1
    6  1406     6
   46  5473     8
   67  4327     2
   37  4734    10
   93  2922     6
   73  4667     7
   39  1140     8
    8  3916     9
   82  4731     3
   35  4559     7
   19   159     2
   19  2005    10
   63  6039     2
   14  5678     7
    1  5936     6
   55  3662     9
   73  3450     1
   47  3351     8
   99  1942     8
   96  5040     1
   54  1786     5
   41  4753     4
   57  2208     2
   83  1891     1
   89   988     5
   93  2590     4
  100  5300     2
   11  3168     1
   30   882     9
   64  1995     2
   32  3958     2
   36  2289     5
    9  1409    10
   98  2225     3
   72   963     5
    1  4332     5
   70   833    10
   11  2103     3
    9  2188     4
   52  5565     2
   45   602     9
   27  2347     6
   70  1511     2
    8   582    10
   40  1966     3
   71  1388     8
   62  4244     9
   13  5416     4
   17  4739     5
   61   127     7
    8  4397     4
   71   465     9
    1  4881    10
   65   546     5
   54  2357    10
   90  5869     5
   57  3137     8
   53  1597     1
    1  2978     5
   87  4020     7
   16  3593     3
   32   877     6
   22   249     2
   25  5002     2
   30  3103     9
   94  1212     6
   26  3274     7
   99  3936     8
    5  3316     8
   34  5463    10
   50  3442    10
   49  3919     7
   61  1751     6
   20  4953     1
   56  4501     7
    1  3717     8
   90   281     8
   18  2685     5
   13  3074     1
    7  5021     3
   78  2813     1
   21  1412     4
   78  5486     1
   79  1634     1
   85  1959     9
   31  1784    10
   68  1444     5
   41  5096     7
   84  3381     1
   69  4423    10
   28  3056     3
  100   915     3
  100  5300     6
   50  3306     5
   25  5918     4
   29  2343     5
   44  4519     1
   50  3133    10
   28   220     3
   48  1775     8
   84  2536    10
   78  3663     2
   97  5694     5
   44  4287     5
   97  2556     3
   53  4135     1
   44  1945     3
   87  2838     1
   71   761     6
   57  5020     3
   94  1799     3
   49  3575     7
   77   372     7
   72  1226     4
   27  5210     7
   61  2331     6
    3  3010     3
   95   594     2
    2  1368     2
   86   332     3
   64  5018     2
   29  4425     4
   86  1247     6
   63  4258     7
   78  1671     9
   10  1105     9
   92   542     1
   22   130     9
   59  4238     9
   20   763     3
   69  1905     7
   43   715     9
   97  4426     5
   65  1540     1
   86  5003     4
   94   923     7
   18  5676     2
   30   889     6
   81  3761     8
   88   378     7
   86  5909     9
   74  5561    10
   36  3953     3
   62   222     6
   46   727     3
   63  3103    10
   22  2553     1
   48  3738     6
   58  3698     1
   24  3922     2
   34  4071     9
   21  2656     2
   52  2287     5
   19  5318     4
   84   855     9
   30  3958     4
   29   364     3
   75  1398    10
   51  4089     2
   88  4603     1
   94  2161     3
   20  5995     8
   30  5319    10
   91   528     7
   85  1475     8
   16  4262     3
   84  1452     4
    2  1092     9
   45  5152     8
   64  5213     2
   89  1470     5
   30  5001     7
   38  4715     1
   25  5423     8
   92  5223     2
   83  5443     4
   87  2467     7
   14  1717     2
   31  3121     9
   45   106     8
   37  5640     3
   64  1132     8
   65  2762     9
   89  1867     8
   83   391     1
   48  3618     8
   18  5826     1
   11   756     3
   23  5017     8
   69  3855     2
   98  5360     4
   17  1119    10
   88  3791     9
   27  4619     3
    7  1647     7
   72  5266     7
   42  2822     6
   90  3099     1
   74   299     6
   87  1914     3
   53  2253     2
   63  1769     1
   17   855     9
   90   908     3
   87  1133     8
    8    19     1
   73   292     6
   74  3600     4
   21  1737     2
    3  3413     5
   18  3706     1
   58  1317     4
   66  4546     2
   83   409    10
   46  3185     2
   49  4938     3
   30  4028     8
   64  2951     2
   59  5694     6
   53  2985     5
   32   747     4
   56  4995     9
   69  4104     5
   20  4538     3
   83  3554     2
   75  5752     2
   91  3745     9
   25   316     7
   64  2791     2
   65  4044     4
   11  2231    10
   17  5045     3
   27  5814     5
   27  3087     9
    7  5954     6
   13   887     2
   35  3106     9
   79   186     2
   86  4488     6
   56  4844     1
   82  3600     6
    4  2135     7
   14   101     5
   48  2087     8
   86  2545     7
   59  3287     6
   96   965     1
   16   513     4
   22   178     8
   54   600     6
   69  3499     9
   54   926     1
   10  5595     4
   37  1544     4
   73  5464     4
   93  3090     6
   11  1236     5
   64  3150     2
   17  3407     2
