 300
   60 10133     2
   23  7800     2
   44 14901    10
   42  9799     2
   69  9590     9
   41 15392     2
   90 16154     2
   68 11853     8
   42 10789     2
   16 15683     4
   21 10358     4
   19 12866     4
   71 14308     5
   70 13677     2
   64 12027     1
   33 13361     2
   73 15607     2
   67  8215    10
   47 13568     3
   68  7965    10
   57 10438     2
   44 12718    10
   53 10396     4
   23  7943     7
   42  7684     9
   70  8659     7
   39 11544     1
   49 13458     9
   61 11978     6
   83  8698     4
   57 11922     7
   21 14486     8
    5  8872     6
  100 10045     7
   63 16660     9
   74 10837     5
   41  8660     8
   53 16036     1
   42 15065     2
   82 11824    10
   69 14941     4
   62  8646     6
  100  7912     3
   40 12472     9
   31 14697     7
   64 12314     4
   72  9056    10
    4 13527     9
   30 12903     3
   19 14998     3
   71 13867     8
   87 15715     5
   63 10939     3
   24 16638     2
    9 16033     2
    4 10997     1
   94  8519     8
   47 10799     2
   53  7678    10
   55 12872     4
   30 11871     5
    9 11974     7
   76 10581     1
   34 13118     1
    8 14393     3
   38 10463    10
    8 16329     5
   48 15427    10
   91  9721    10
   49 14617     6
   29 10474     9
   59  7885     4
   10 15637     1
   29 10760     2
   98 12732     2
   41 13557     8
   92 15449     5
   70 14162     2
   44 10307     6
   22 11574     8
   88 12383     5
   15 16548     4
    9 10512     2
   50 15696     7
   39 16408     5
   17  9767     3
   53  9916     8
   32  8150     3
   64 12941     4
    5  9969     8
   86 13397     7
   94  8034     9
   14 14317     4
   61 16352     8
   28 13527     9
   21 11933     6
   99 10037     8
   35 13079     4
   68 10583     6
   89 12133     8
   83 10918    10
   97 13431     5
   48 12393     1
   93  9778     1
   25 16565     6
   45  8347     3
   33 15709     8
   17 15236     1
   14 14884     5
   77  9238     4
   39 10033     8
    2 10489    10
   91  9009     8
   47 12919    10
   51  9408     7
   29  8640     3
   64 15061     2
    4 11699     4
   61  9164     5
   28 11224     6
    9 14042     1
   47 14936     2
   21 11633     5
   22 11581     5
    7 14510    10
   48  8382     4
   42 15888     1
    6  7770     7
   82 13836     7
   10  9694     6
   94 12277     4
   65  7976     6
    7 15499    10
   42  7892     5
   58 10128     6
   31 15287     6
   86  8614     8
   91  9060     4
   48 13746     7
  100 15872     3
   67 10673     8
   86 16153     4
    2  9583     2
   58 12057     5
   33 12295     4
   52 11366     8
   87 13071     7
   96 10578     5
   56 15439     1
   47 14610     2
   23 14177     1
   65 12703     2
   93 12768     4
   44  9032     5
   86 16659     7
  100 10501     3
   92  9789     9
   28 15770     7
    5 10645    10
   74 15999     5
   38  8686     2
   99 15297     3
   38 16349     1
   44 16559     2
   40 15563     8
   95  9700     7
   75 15069     7
   26 16552     6
   85 11135    10
   23 12037     4
   26 15646     8
   52 14182     7
    8 11412     8
   27  8452     9
   10  9462     1
   41 16082     1
   79 12192     6
   96 14907     8
   36  9883     5
   35 10853     7
   43 12739     9
   59 16434     6
   99 15931     9
   36  8730     2
    3  8688     1
   85 15813     5
   36 11605     5
   94 10851     9
   13 14805     1
   40 14624     4
   67 10072     3
   50 15866     3
   39 13143     7
    5  9644     4
   94 15648     4
   79 11929     5
  100 11719    10
   68 13939     1
    5 11703    10
   85 15228     9
   90  9198     4
   30 10572     7
   36 12633     6
   98 12985     1
   57 11398     6
   45 14470     7
   39 12289     1
   36 15964     1
   41 12599     4
   75 14547     6
   70 10040     8
   84  8561     3
   33 14203     2
   68  9193     6
   19  9665     5
   36 15266     2
   53  8229     1
   54 13644     9
   29  9340    10
   65 15408     1
   94 11491     3
   96 11787     3
   15 14496     4
   33  7857    10
  100 13805     6
    8 13367     7
   11 12160     4
   99  8747     5
   76 10528     8
   15 16238     3
   83 16350     4
   66 12100     1
   45 10032    10
   19 12206    10
   64  8308     2
    1 13805     5
   63  9898     6
    3 12972     3
   36 12991     6
    4 14871     9
   77 10741     8
    6 15406     3
   87 15807     2
   10  8167    10
   74  7822     9
    6  8694     6
   45 15807     1
   26  8425     9
   59 14713     5
   73  8369     1
   91 16208    10
   53  9427     8
   69 12530     3
    5 13927     3
   85  9658     7
   68  9558     9
   13 10516    10
   96 14193    10
   66 10679     4
   89 13418     7
   11 13653     3
   49 10251     7
   55  8741     7
   55 16060     2
   67 14832     6
   19  9423     9
   56 13088     7
   30  7952     2
   21 14770     1
   92  9302     2
   34 15198     1
   97  8733     9
   97  7930     5
   20 14227     2
    6  9274     8
   70  8126     4
   25 15296     8
   50  8303     8
   95  8925     2
   84 13232     2
   23  9047     8
   85  8356     2
   37 15033     9
   91 13951     1
   90 14657     5
   22  7913     5
   59 15883    10
    3  8395     4
   17 14480     5
   25  9785     3
   91 14187     1
   27 11356     7
   73 12411    10
   45 15303     8
   82 10639     9
   40 10465     5
   64  7948     6
   37 16101     6
   69 10792     7
   84 15092     6
