 300
   66  4208     3
   89  3995     2
   69  7036     3
   14  1657    10
   89  4048     6
   71  7736    10
   55  1644     1
   19  7456     8
   81   548     9
   57  4559     5
   91  1126    10
   85  4984     6
   80   867     3
   77  2262    10
   63  1579     7
   79  2863     7
   91  1921     6
   77  3558     4
   90  4048     4
   33  6683     9
   67  5803     4
   98  5924     2
   56  7185     2
   81  6258     5
   58  7429     2
    8  6152     8
   32  3605     1
   75  6402    10
   13  6179     2
   97  3643     7
   74   750     7
   79  2441     5
   86  7639     9
   43  7786     9
   93  4098     5
   74  3740     4
   13  7576     9
   48  5743     6
   93  3250     1
   94   177     7
    4  2355    10
   83  4376     1
   79  5162     3
   83  3223     3
   60  6639    10
   41  6742    10
   62  6086     9
   50   613     5
   18  2353     4
   52  2188     3
   83  7297     3
   84   209     8
   49   165     5
   39  6535     4
   65  6467     2
    7  7594     6
   46  4741     2
   96  2126     2
   81  6050     6
   59  2974     4
   92  5769     8
   55  6800     2
   38  5415     8
   77  5461     6
   98  6639     1
   30  1567     2
   51  1255    10
   10  6268     9
   77  7310     7
   43  4505     1
    4  6446     5
   80  1718     7
   26   935     1
   83  3662     8
   63  4941     9
   86  7574    10
   23  2457     7
   25  3081     8
   36   241     4
   40  4810    10
   76  5269    10
   18  7538     7
   24  5020     7
   24  5434     5
   56  6127     1
   88  3541     9
   31  5082    10
    2  2922     2
   83  5667    10
   12  3185     5
   61  5897     5
   75  3490     8
   67  2039     7
   98  3365     3
   52  1005     4
   64   731     7
   27  4933     5
    2  2260     3
   74  7000     6
    3  4296     2
   45  6766     3
   77  5500     1
   83  6015     8
   70  7702     3
   59  1215     8
   45  3009     6
   56  7329     2
   82  3673     4
   70  6091     4
   91  7570     6
   22   536     4
   45  3414     4
    8  7162     3
   45  5557     1
   69   902     8
   64  5342     3
   33  1151    10
   99  5984     7
   66   318     5
   16  6819     9
   11  1223     2
   26  6215     9
   90  2362     7
   77  3262     9
   24  1634     2
   41  3367    10
   40  3994     5
   50  6567     6
   42  5628     2
   13  3048    10
   53  2916     7
   87  4448     5
   90   601    10
   35   984     5
   57  4203     7
   49  1817     8
   80  3994     1
   12  3585     9
   30  5490     2
   49  2139     4
    2  3209     5
   52  6027     5
   94  5553     7
   10  2424     7
   97  3637     6
   63  6455     4
   74  7767     9
   29  4789     5
   62  4493     1
   39   138     3
   44  3661     4
   72  5716     3
   65  6353     2
   34  6024     1
   48  1032     1
   88    40     3
   74  1444    10
   87  5026     5
   38  6607     9
   16  7073     2
  100   128     5
   90  1577     5
    2  3575     6
   89   730     5
   25  2562    10
   58  7778     3
   38  2547     2
    4  6556    10
   70  3417     2
   68    90     3
   53   748     3
   71  6626     6
   19  6118     8
   47  6302    10
   81  1104     3
   15  1809     4
    9  4810     3
   54   924     2
   44  6598     9
   70  1356     4
   92  1062     4
   88  2313     2
   41  7073     6
   57  7416     6
   21   390     2
   89   158     6
   44  7457     9
   94  1835     2
   76  5185     1
   82  6117     7
   10   962     3
   75  5313     5
   71  7695     2
   12  4537     9
   64  6044     9
   96  2310     1
   70  4368     1
    1   644     1
  100   920    10
   39  7786     3
   68   735     4
   53  1669     3
   10  6466     8
   87  6853     1
   99    25     2
   90  7570    10
    1   716     5
    7  4835     5
   43   548     1
   45  7314     3
   77  6192     8
   35  1610     5
   32  1681     5
   17  5319     3
   92  1080     1
   52  2071     7
    5  5477     8
   36   590     9
   46  3907     8
   81  2715     8
   17  6708     6
   56  4869     1
   55    82     3
   88  6456     8
   67  1460     9
   19  6126     2
   83   820     9
   36  5829    10
   19  6771     2
   83  1741     9
   75  5668     2
   87  7507     5
   35  3411     1
   84  4187    10
   73  6414     6
   33  3436     2
   73  3811     9
   74  7130    10
   40   325     6
   16  4359    10
   18  6497     2
   16  6518     3
   51  5970     5
   50   232     6
   32  3890     6
   43  7051     5
    1  2304     2
   37  1420     3
   78  7641     4
   47  6211    10
   17  4136     1
   94  6402    10
    2  3134    10
   72  4219     3
   82  4912     8
   68  4594     9
   90  2399     4
   65  5733     6
    4  2476     8
    9  1223     6
   47  7475     4
   78   198    10
   96   783    10
   81  2939     4
   61  4386     9
   69  7197     6
   14  6376     6
   34   250     8
   42  6380     5
   53  6701     2
   50  4610     7
   60  4931     7
   68  5272     5
    1  2634     2
    9  5164     2
  100  1216    10
   43  1738     7
   10  7468     4
   37  2636     2
   21  1433    10
   56  5732     3
   54  6773     3
   15  7836    10
   58   920     3
   26  3046     5
   96  4801     7
   25  5514     1
   15  5445     9
   60  2588     2
   29    44     9
   24  6669     4
    7  2116     5
    6   242     8
   19  7453     3
   88  5056     9
   67  4629     6
   88  6704     9
    1  3485     5
    1  4879     4
   29  5138     3
