 300
   34  2545     5
   20  4229     2
   13   940     2
   57  3845    10
   93  1332     4
   95  3178     3
   67  1191     7
   42   867     1
   76  3922     4
   76  1335     8
   14  1344     6
   69  3921    10
   97  1103     9
   17  2603     3
   41  1217     1
   87  2400     8
   52  2055     7
   19  4274     1
   81  2581     8
   90   401     4
   30  1169     6
   14  1862     7
   47  3134     2
   76  2437     3
   87   298     7
   10  3009     6
   61  4184     5
   34    58     7
   53  2092     7
   70  3140     7
   75   221     4
   87   115     2
   90  2846     9
   88  1161     6
   44  3960     2
   82  4179     2
   82  4340     9
   10   629     8
   23   523     3
   58  3740     3
   85  1964     5
   37  1867     8
   26  3139     2
   82  3068     4
   53  4470    10
   66  4356     2
   68   946     2
    5  2002     7
   85  4107     3
   48  3527     9
   95  2404    10
   14   754     8
   62   866     6
   42  1015     1
   90  3192    10
   48  1165     3
   52  4024     7
   51  2853     5
   82  1224     9
    4  1594     4
   21  1471     1
   56  1445     3
   90  1709     6
   10  4317     9
   43  2607     8
   33  1146     7
   92  3974     1
   24  2424     7
   43  1776     4
   15  4497     3
   81  1641     9
   27  3741     9
   52  1841     1
    6   258    10
    8  2286     3
    4  1789    10
   72    91     2
   76  3232     4
    9  3792     6
   56  4199     4
   24  2237     3
    3  1673     6
   70   431     2
   85  3103     8
   44  2689     6
   60  3623     2
   33  4269    10
   96  2191     3
   10  1953     6
   14   970     9
   99  3785     6
   30  3424     7
   69  2415     2
   89   971     1
   40  3219     6
   12   499    10
   21  2118     7
   31  2670     6
   35  2924     6
   63  3894     1
   46  2645     9
   16    43     4
   90  3112     9
   97  4487     9
   22   301     4
   98   876     1
    1  1753     9
   93   393     6
   73  4109     5
    9  1022     5
   49    69     9
   96  1823     7
   12  2695    10
   18   501     1
   81   403     5
   56   862     6
   78  4124     2
   13   150     5
   51  3053     8
   87  1555     8
   26  1120     4
   49  2315     4
   17   457     4
   95  3536     5
   37  3287     4
   57  3677    10
    6  4036     4
   58   882     1
   87  1825     5
   40  2438     9
   21   254     1
   33  4470     4
   56  2481     3
   10  3367    10
   29  4434     3
   77  2783     7
    7  4244    10
   29  1664     2
   70  3177     2
   80  3830     4
   38  2687     6
   18  3246     1
   75  1130     1
   49   860     6
   35  3747     1
   56  1534     5
    4  1722     2
   12  3349     3
   68  1684    10
   54   252    10
   99   381    10
   93  2805     3
    3  2568     3
   16   839     4
   87  1819     7
   40  1332     7
   72  4516     3
   92  1332     1
   97  2215     8
   59  1819     8
   32  3770    10
   17  2470     8
   91  1766     1
   88  1729     2
   27  1315     7
   19  1678     4
   64  4513     8
   34  1036     7
   48  3343     5
   34  3167    10
   13   344     1
   85  1507    10
   51  1891    10
   88  1475     1
   33  2368     6
   86  1116     1
   43  3009     6
   37  4090     7
   97  4465     3
   10   171     5
   91  4343     7
   96   324     2
    3  2977     8
   94  2388     9
   11  1164     6
   89   273     4
   33  3721     6
   82  1158     8
   81  1605     5
   30  1413     3
   41  2977     6
   13   853     4
   47  3884     1
   31   221     7
  100  2583     5
   73   677     8
   50  1899    10
   64  2574     3
    6  1714     4
   97   720     4
   97  1219     3
   19  2058     5
   81  2228     4
   47  3110     2
    6  3533     5
   14    73     9
   32  4227     2
   49  2020     1
   51  4164     6
   29  4170     5
   59  2191     5
   42  3984     3
   25  4495     7
   61   645     3
   35  1849     2
   35  1136     2
   50   918     6
   68  1048     7
   17  2294    10
   30  2524     1
   97  2461    10
   57   748     5
   43  3378     4
   43  1823     1
   88   970     1
   42  1439     9
   16  2500     8
   37  2869    10
    5  4014     2
   22  4214     2
   33  3590     4
    2   710     4
   40  1750     6
   14  1295     7
   48  3821     6
   46   760     1
   28  1369     6
   80  3525     7
   95  2780     1
   79  1010     2
    9  3172     2
   53   449     6
   20   471     4
   33  3144     8
   13  1094     8
   54  2321     5
   67  4280    10
   62  2013     4
   21  3369     2
   84  2052     9
   92    15     4
   18  1308     2
   41  2801     3
   34  3394     7
   61  3132     2
   28  3771     4
   76   311     6
   76  1109    10
   64  2118     4
   81  4325     7
   97   801     1
   97  1185     7
   82   512    10
   37  2551     7
   11  2481     3
   30  4333     5
   83  3312     7
   39  3850     9
    9  3336     2
   77  1569     8
   17   337    10
   18  1985     3
   29  2019     3
   36   809     4
   50   607     1
   42  3114    10
   90  3130     9
   17   364    10
    4   604     4
   11  1977     1
  100  2417     8
   95   620     7
   28  3285     2
   41   695     1
   29  4015     4
   88  1894     4
   68  4466     5
    4  4326     9
   64  3004     3
   32  2061     8
   85  4129     6
   61  3805     3
   29  3247     4
   66   118     5
   98  1834    10
   39  1205     7
   95  4452    10
   80   623     6
   77   532     5
    4  3266     2
