 300
    5  7176     1
   59  9825     4
   44  7670     1
   23  7527     2
   12 10073     3
   84  8926     5
   67 10595     1
   24 11426     8
   74 10573     8
   88 10974    10
   99  8740     4
   79  7524    10
   83  9499     9
    7  6201     5
    9  8681     9
   41  8373     1
   34 10831     4
   20  6329     8
   84  5967     7
   24 10909     1
   36  9403     4
   94 10377     2
   21  7156    10
   85  6978     8
   24  9270     6
   39  9041     7
  100  6501     1
   33 10985    10
   20  8751     5
   52  5966     2
   56  9834     3
   25  9993     6
   10  9857     6
   99 11570     4
   48 11586     8
   21  8061     8
   83  8626     8
   14 10312     8
   45  7617     6
   56  7330     5
    2  9417     7
   44 10424     9
   35  8920     5
   84  7046     6
   51 10691     3
   44 11667     3
   24  9485     6
   85  9653     7
   63  6127    10
    8  9519     2
    8  8693     8
   98  9597     3
    2  8027     3
   29  9915     8
   82 10641     1
   25 11363     9
   67  7086     4
   82 11208     2
   58 10478     8
   87  9903     9
   33 11241     3
   13  8443     1
   11  8026     5
   43  9228     9
   12  8143     4
   58  7743     2
   64 11356     7
   94 10836     1
   72  6186    10
    8  7103     2
   49  6296     6
   73  9669     6
   52 11593    10
   84  9283    10
   57 10781     1
    2 10415     3
   27  9081     3
   80  8396     7
   86  8198    10
   89  9275     2
   88  6045     9
   94 10957     7
   87  7002     5
   90  8138     2
   23  9003     4
   68 11710     6
   15  7632    10
   89 10155     8
   50 11048     7
   72  6241     8
   75  8188     7
   82 10420    10
   85  8750     8
   86 10281     2
   25  7778     9
   96 10959     2
   44  6155     3
   88  7265     5
   90  9925     3
   15  6407     3
   96  8434     6
   39 10288     9
   88 10142     8
   47  8158     6
   22  7702     8
   44  9054     9
   49  6703     9
   48 10849    10
   24 11516     6
   35  8968     9
   37  8255     2
   12 11628     4
   29  8056     5
   23  9323     7
    1  7897     5
   51 11125     9
   91  9164     3
   15  9596     4
   39  9410     7
   41  8343    10
   87  9903     1
   14 11665     4
   22  6893    10
   71  6783     9
  100 10077     5
   47  8738     8
   67 11809     1
   44 10298     8
   34 10069     2
   57  9865     3
   59 10771    10
   30  6633     8
   95  8283     1
   46  9044     8
   76  8858     4
   16 10052     9
   90  6228     6
   25  9627     3
   64  9031     9
   13 11811     2
   60  6726     1
    1 11353     1
   24 11570     5
   88  8848     6
   24  8806     8
   24  7597     9
   38  8103     5
   14  6101    10
   39 11259     3
   77 11580     1
   54  8510     9
   25  9293     4
   91 11375     4
   76  9469     8
   96 10143     3
   90  9582     8
   22  6337     6
   62 10082     3
   33  8010     6
   56 10472     7
   18  8078     6
   91  6912     5
   85 11172     5
   13 10428     7
   37 10023     2
   61  8160     9
   29  8610     5
   26 10317     8
   86 11854     1
   93 11708     4
   38 10259     9
   45  6710     2
   93 11191     4
   62  9959     3
   32  9625     7
   16  8128     1
   86 11623     2
   69 11794     2
   30  8295    10
   24 11013     5
   45 11504     2
   83 10871     9
   49  8436     9
   35 11010     6
   59  8471     7
   44  6710     1
   25  8722     4
   81  8875     2
    6 10859     4
   58 10799     9
   36  7478     9
   24  7067     9
   48 11778     4
   21  6780     3
   36 11562     5
   85  9931     5
   81  9007     2
   64  8302    10
   10  8379     3
   66  8991     2
   56  8141     3
   48  6769     1
   10  9768     4
   49  7462     6
    9 10794     4
   41  7523     1
   64  9657     7
   95 10548     6
   10  7448     2
   93  6083     7
   18  9691    10
   55  7082     4
   76 11021     5
   66  6258     8
   89  6223     9
   35  7622     2
    9  7035     9
   14  9012     3
   15 10563     3
   15  6024     3
   71  7941     2
   50  6171     1
   38  7158     1
   19  7850     5
   71  7018     4
   73  6850     6
    3 11848     9
   51 10091     6
   37  9219     6
   13  8357     1
   16  7213     7
   93 11426     8
   60  9192     2
   26 11048     1
   41  7019     4
   69  8117     5
   67  6702     1
    5 10743     1
   63  6795    10
   76  8216     3
   97 10892     7
   81 10553    10
   30  9365     6
   73 10043     2
   46 10878     8
   19  9654     5
    7 11732     3
   55  6043     7
   32  6796     7
   21 10425     5
   69  6134     9
    3  8804     8
   71 10663     6
    6  7358    10
   21 10720     2
   41 11747    10
   79  8275     5
   24 10698     1
   92  9969     5
   15 11561     1
   36  7186     2
    8 11249     2
    8 11117     8
   95 10445     3
   33 10428     2
   48  6267     2
   64  6693     8
  100 11196     3
   52 11076     2
   26  7554     8
   75  7542     5
   49 10099     8
    6  6238     7
    5 10974    10
   22  8272     9
   52 11183     4
   23  8758     4
   28  8134     2
    7 11293    10
   55  9621     1
   49  6690     7
   76 11494     9
   58  6555     9
   20 11419     2
   82  6982     8
   79 11342    10
   61 11297     2
   60  9324     3
    2 10170     1
   52  9397     6
   75  9015     3
   37 11423     3
   60  8777     7
   82  8263    10
   32  9998     5
   92  7335     9
   29  8597     2
   96 10757     3
   91  6661     1
   81  7804     3
