 300
   90  1195    10
   19   587     6
   55  1766     4
   29  4978     5
   19  2109     4
   43  2706     3
   18  4779     6
   14   369     9
   64  4417     1
   10  3498     9
    7  5095     6
   84  5464     2
   97  1223     8
    3     8     7
   85  5762     9
   67  5726     8
   22  2185     4
   61  5631     8
   27  4151     7
   47  2848     8
   15  5448     3
   98   529     2
   23  5882     3
   13  3986     1
   20  5745     9
   28  5068     7
   55  3480     9
   19  3451     5
    8  3366     1
   47   796     9
   68  1171     1
   98  4561     1
   65  1384     5
   22  2937     4
   26  3373     6
   83  3493     8
   64  5643     6
   44  1986     1
   97  3862     7
   28  3895     7
   53  5485    10
    3  2792     2
   12  3194     8
   49   542     7
    5  2801     9
   96  2790     7
   16   103     4
   27  4987     2
   57  2256     4
   42  4254     1
   73  1669    10
   71  1539     7
   40  4783     2
   96  1386     2
   84  5525     7
   60  4362    10
   23   289     8
   38  2840     6
   78  1648     5
   31  3655     9
   85  3637     4
   45  2819     5
   28  2050     9
   49  5021     9
   67  5757     8
   54  5423     4
   32  2349     6
   30  5235     4
   97  1244     5
   28    46     2
   58  2965    10
   50   563     4
   31  2839     4
   69  6159     7
   98  1106    10
   36  5641     2
   64  2784     4
   14  1209     4
   62  4462     4
   21  5040     7
   55  5463     5
   35  6131     3
   91   414     4
   95  4081     6
   30  1352     5
   74  5939    10
   54  2278     6
   53  1641     2
   12  2614     5
   31  3926     1
   83  5296    10
   96    85     9
   76   580     5
   11  1181     9
   45  5107     7
   42   171     3
   65   439     3
   76  1290     3
   72  5407     6
   61  1683     8
    4  1337     5
   29  2206     6
   11  2247     1
   34  4176     8
   98  2200     3
    9  3353     1
   69  3651    10
   62  4984     6
   22  4562     5
   31  1947     4
   82  3858     3
   76  3860     9
   66  1913     6
   72  4273     6
   70  1775     5
   96  3265    10
   46  4046     5
   24  4054    10
   48  4907     2
   58   495    10
   54  1814     1
   31  4037     1
   54   581     9
   30  2394     5
   42  5218    10
   98  5688     5
   71  2566     8
    6  5658     2
   74   813     8
   42  1807     4
   67  1175    10
   77  2150     2
   71  4014     9
   77  3422    10
   10   161    10
   68    48     1
   85   609     1
   79  3812    10
   29  5032     7
    7  5172     5
   10  5760     3
   10  2725     9
   82  2866     4
   75  1507     8
   82   832     4
   52  4642     8
   70  4773     8
   28  4879     9
   75  2530     8
   18  3514     9
   85  5374     9
   29  4345     8
   49  1386    10
   38  5955     7
   58   574     3
   90   439    10
   36  5478     2
   29  3140    10
   96  6097     2
    9   125     9
   71  4948     3
   63  1107     1
   85  2276    10
   41  2796     2
   40  4529     1
   95  2437    10
    9  2844     3
   25  5139     1
   74    83     9
   38  1710     9
   31  4146     6
   83  5844     1
   48  4435     8
   13   847     9
   57  1186     9
   29  5268     2
   65  5489     7
   27  5959     7
   57  3981     1
   40  1854     5
   44  3308     5
   41  3190     9
   69    34     2
   93  4695     5
   79  2980     6
   26   608     5
   83  5134     4
   14  2292     7
   55  3749     4
   79  5065     6
   22  2418     5
   25  2531     7
   41     7     6
    7  4694     5
   66  5327     9
   81  4537     6
    1   965     5
   74  2005     1
    6  3511     7
   74  1049     3
   12  3716    10
   37  1491     2
   57   727     4
   59  1986     7
   49  2338     1
   13  1913     2
   88  1088     9
   14  1662     8
   40  1707     8
   44  5070     9
   53  3517     2
   84  5016     3
   85  2094     7
   22  3552     4
   76  3545     8
   63  5075     2
   48  4160     8
   58  2513     2
   77  1201     9
    2  1744     1
   36  1413     7
   99  3619     3
   27  4275     8
   77  1421     2
    6  2148     8
   92  3437     6
   58  5958     8
    7  3114     2
   66  5443     7
   64  3303     4
   81  4163     5
   77  2993     7
  100  4794     6
   37  4891     8
   35  4980     4
   48   967     7
   50   638    10
   23  6069     2
   62  2630     4
   89  2346     8
   66  4973    10
   15  6147     5
   72  1197    10
   50   902     7
   36  3533     8
   48  4742     8
   13  5977     8
   83  1528     6
    5  1090     9
   90  1013     7
   84  3273     6
   41  2504     5
   88  4633     9
   10  1382     4
   18  3925     7
   94   615     7
    2  4820    10
   76  3717     5
  100  3729     8
   67  4097     6
   39   854     8
   80  1727     2
   44   925     2
   38  5649     4
   16   452    10
   79  5905     6
   86   450    10
   65  1091     9
    1  5808     7
   48  3080     4
   54  3437     6
   66  4616     6
   62  3062     9
   25  4635     6
   16  5518     3
   97   430     7
   72  3211     3
   28  5330     1
   80  1959     2
   77  4301     2
   17   177     7
   64  5232     8
   18   639     7
    5  4810     5
   74   449     1
   36  4565     3
   98  5426     2
   75  5269    10
   11  2116     8
   98  2990     9
   42  3200     6
   50  2971     5
   77  4717     1
   85  4125     8
   87  2454     9
   92  5169    10
   63  3865     3
   73  2905     8
   57    94     9
   64  3508    10
