 300
   20 11429     3
   93  6439     3
  100  7546     4
   31 11622     9
   84  7130     9
    3  8760     1
   70  8524     3
   42  7329     7
    1  7177     6
   99 12052     6
   61 12117     9
   14  6836     5
    9  9101     5
   34  8046     6
   43 11689     2
   27  7946     3
   89  7347     9
   89 11155     1
   25 11501     3
   72  9621     4
   57  9887     2
   65  9041     3
   71  8183     2
   35  7112     3
    8  6347     7
   47 10991     7
   75  9783     3
   68 10345     1
   79  9436     8
   18  9418    10
  100  8338     8
   99  8549    10
   10  9700     3
   99  9727     2
   30  7856     9
   93 10674     2
    1  6171     3
   99 10223     1
   35 11847     8
    2  7192     8
   98  9960     6
   95 11648     7
   15  7871     2
    7  6745    10
   29  7378     2
   57  7245     4
   33  8534     3
   18  8569    10
   45 12243     4
   58  7720     6
   89 12033     4
    2  9814     5
   23 10604     8
   59  7900     5
   36 10770     7
   30 10795     4
    5  6576     2
   10  8237    10
   98  8825     4
   84  9855     9
   28 11499    10
   98 11006     2
   82 12248     9
   37  8884     2
   97  8418     3
   11  7788     7
   30  7242     4
   97  8433     5
   10 11855     8
   64  6773     1
   99  9468     3
    8  9499     3
   59 12265     8
   13 11183     5
   15 10087     3
   88  7327     9
   69 12271     9
   48  6306     5
    5  9739     9
   14 12198     2
    5  7870     1
   94  9457     3
   15  9697     7
   28  6159     8
   53 11201     7
   51  8151     3
   58 10798     1
   58 11620     8
   61 10231     3
   56  7307     5
   41  9160     7
   88  9415     2
   53 12156     7
   23  9093     6
   24 12142     4
   49  8258     9
   34 10725     2
   53  7068     7
   46 10534     4
   43 10264     9
   17  7685     8
   44  7686     7
   51  7447     2
   76  7634     5
   56  6554     1
   65 11378     5
   64  8805     4
   24  6509    10
   12 11527    10
   68  6229     3
   38  6392     1
   17  7082    10
   62  9529     5
   52  9932     7
   44  7084     7
   14  8415     2
    2 11926    10
    2 11725     8
   72  7719    10
   62  9842     3
   57  6716     2
   12 10722     7
   49  6941     4
    9  6556     8
   34  7500     2
   73  6767     8
   57  8658     7
   68 12068     3
   26  7679     4
    2  6876     1
   10 10017     2
   43  9207     2
   45  8406     7
   61 11308     4
   18 10685     6
  100  8803     8
   25 10370     8
   82  7174    10
   24  9156     7
   37  9582     7
   50  7247     2
   61  9391     8
   54 10507     6
   11 10620     7
   13  7007     4
   98 11434     2
   25  6719     8
   15  6617     4
   99 10843     9
   96  8281     8
   76 10302     6
   55 11403     1
    7  6688     4
   25 11087    10
   63 11802     9
   41  8031     5
   98 11697     7
   20  8145     6
    8  7784     8
   24  7060     1
   22  8864     6
   18 11644    10
   66 10111     2
   66 11114     3
   79 10636     3
   84  8480     8
   66  7602    10
    4  8691    10
   65  9498     7
   90 10602     7
   40 12116     7
   14 10588     9
   51  7677     4
   94 10307     2
   24  8892     5
   63  8528     8
   91  9425     4
   49  9455     3
   78  8988     2
   90  7953     3
   44 11579    10
   54  6975     8
   44  7040     3
   51 12111     3
   79 11905     7
    7  6527     2
   92  7827     7
   76 11287     4
   27  8515     7
  100  9454     5
   99 12190     5
   48 11223     2
   17  8783     4
   65  9986     7
   13 10022     4
   95  7104     6
   48 12309     4
   79 11467     4
   98  9638     6
   12  9492     1
   69  9753     1
   38  9438     2
   26  7765     9
   19 11274     5
   31  7430     4
   50 10500     4
   82  7486     2
   22 10699     8
   98  7640     6
   59 10318     4
   11  6336    10
   41  6903     5
   12 11137     1
   55  7220     3
   92  6699     8
   91 10727     8
   62  7590     4
   83  8369     4
   66  9698     2
   88  9949    10
   82 11667     8
   65  9573     6
   35  8857     2
   99  8135     2
   29  7243     2
   48  6563     6
   94  9082     7
   76  7237     6
   26 11874     9
   92  6405     3
   88 10572     6
   94  9312    10
   30  9686     4
   13 12180     5
   13  8270     4
   61 10960     8
   63 10365     8
   94  9600     6
   82  9343     5
   60 11848     4
   53  7602     9
   93  9522     5
    1  6436     8
   65  6424    10
   47 10586     7
   92  6978     5
   55 10994     7
    8 12020    10
   75  9191     9
   21  8377     9
   95  9653     9
   57  8542     7
   85 11793     4
   30  6194    10
   55 10520     8
   13  6721     6
   77  6601     5
   49  7287     5
   89  7801     2
    3  6159     4
   40  7535     7
   76 12216     7
   97  9315     3
   69 11065     1
   89 12081     2
    9 11428     7
   30  9709     9
   51 10130     9
    3  8713     2
   11  6736     3
   11  9662     2
   56 10159     1
    4 10102     7
   12  9942    10
   20 10426    10
   50  8372     3
    4 10763     5
   75  9105     7
   58  8076     3
   78  7638     4
   95 11325     5
   53 11573     1
   34 10024     1
   79 10803     9
   82 11611     1
   89  8229     9
   92 11367     4
   58 12055     6
   37  9360     3
   80  6852     5
   61 12058    10
   77 10738    10
   55  6753     2
   57  9057     3
   46  9488    10
   44  6518     3
   65  8170     9
   75  6882     8
   95 10492     2
   68 10726     1
