 300
   47 11615     8
   38 13801     7
   99 13384     4
   20 12358     3
   23 11948    10
   25 13343     3
   52 13552     5
   69 12021     9
    8 13892     2
   71 14060     2
   56 11840     1
   85 13526     2
   52 11643     5
   44 13617     4
   79 12483     4
   56 14532     4
   68 11850     9
   16 12728     4
   83 11990     9
   94 13490     5
   46 12080     3
    5 11715     2
   73 14316     3
   59 12523     2
   56 14424     3
   77 11412     7
   24 13539     9
   79 13249     7
   65 12155     1
   52 14222    10
   62 14037     1
   11 12379     8
   89 13377     7
   60 12774     4
   30 13347     1
   12 13934     7
   84 11470     7
   82 12252     6
   80 14565     5
   92 13971     8
   53 11665     8
   36 11759     6
   76 12851    10
    4 11917     2
   79 13985    10
   54 13943     3
   60 11802     5
   47 14445     8
   69 12025     7
   42 12401     4
   40 13289     3
   15 12714     9
   46 12726     5
   12 12958     5
   73 13847     1
    1 12503     7
   89 12979     1
   96 12739     9
   80 14362     4
   53 13744     1
   48 12315     9
   42 13752     5
   63 11476     9
   36 14301     5
    2 11879     9
   93 13432    10
   48 13589     1
   86 11959     5
   74 14293     5
   27 13508     6
   77 14540     3
   27 14568     2
   62 13876     2
   52 12744     3
   31 11839     4
   41 13215     1
    6 12041     5
   90 12250     8
   88 13013     8
   74 12675     1
   31 13261     2
   27 11656    10
   89 13999    10
   77 14596     6
   39 13223     5
   62 13199    10
   78 12453     3
   27 11556     5
   57 14548     9
   58 12168     7
   79 13909     6
    5 12217     7
   99 14529     1
   42 13994     5
   41 11872     1
  100 11762     9
   35 12780     4
   88 14070     2
   85 12330     4
    8 12426     9
   14 12932     7
   62 12223     6
   35 12348     1
   76 12161     8
   13 13577     8
   65 12796     4
   17 13986     8
   18 14227     3
   54 13656     2
    4 12353     6
   92 12256     4
   85 12271     3
   31 12618     6
   80 11609     4
   61 12221     9
   69 14450    10
   42 13418     3
   39 13283     1
   95 14615     4
   99 13319     2
   96 14060     8
   74 13878    10
    3 14145     8
   95 13943     9
   16 13225     4
   43 14627     9
   95 14314     8
   50 14614     7
   30 14050    10
   80 11997     1
   58 12394     6
   44 12335     6
   41 12830     7
   92 13352     6
   20 13106     4
   53 11760     5
   56 11501     9
   37 12445     2
   71 14597     8
    9 13766     1
   40 13407     7
   63 12206     2
   93 11391     4
   70 14634     3
   43 12425     5
   54 12221     2
   39 14438     2
   84 14452     8
   92 14113     3
   33 14407     6
   82 13125     9
   88 13527    10
    7 13638     5
   84 12624     6
   82 12824     9
   22 12217     9
   27 12604     4
   77 12491     6
   71 12185     6
   56 12007     3
   56 13098     6
   29 13188     1
  100 12952     9
   96 14537     3
   20 11893     6
   20 11411     2
   49 11651     8
   75 12004     5
   56 12466     4
   20 11601     5
   84 14380     6
   96 14482     1
   82 12417     6
   76 14380     9
   65 14470     3
   24 13451     1
   30 11954    10
    3 14261     4
    7 13257     8
   22 11420     2
   36 14021    10
   88 11735     6
    9 13557     2
   43 13013     5
   72 12968     2
   91 11734    10
   64 13839     3
   98 14181     5
   67 12835     6
   35 14633     8
   54 11542     8
   22 14542     2
   64 13175     9
   54 13103     7
   18 14433     4
   83 13677     4
   73 13124     9
   67 11437     1
   57 14291     9
   29 14200     2
   86 11648     6
   41 14024     4
   24 14036     2
   68 12675     1
   17 13757     2
   89 13859     4
   91 11480     1
   46 14320     2
   92 13474     8
   98 13346     9
   67 14350     4
   27 12849     7
   85 13690     4
   76 13260     5
   70 14471     1
   57 12012     5
   66 13604     5
   34 13663     4
   54 11546    10
   32 11792     1
   68 13650     1
    8 11697     8
   53 11688     2
   32 12178    10
   61 13410     4
   71 11474     5
   14 14465     3
   33 11888     2
   37 11521     6
   71 14109     2
   61 11441     3
   23 11778     1
   11 13486     5
   85 14086     4
   90 13062     1
   27 12596     7
   73 13299     8
   80 13151     2
   73 12270     8
   64 12126     6
   77 11851    10
   39 11973     1
   91 13584     2
   62 14150     4
   14 13843     6
   60 13408     3
   19 11515     9
   79 12801     1
   93 12425     6
   72 11671     9
   11 13202     1
   61 11428     7
   80 11978     6
   63 13499     2
   92 12216     6
   40 13997     9
   34 13583     7
    5 12034     9
   73 14495    10
   70 13713     2
   75 11496    10
   34 14546     2
   92 14101     2
   86 13592     5
   18 13985     6
   81 12517     3
   12 11542     2
   90 12638     4
   61 14278     4
   85 12421     9
   54 13373     9
   38 11482     4
   23 13004    10
   44 12311     1
   99 14242     8
   37 12201     6
    3 14329     3
   17 14367     7
   16 13611     6
   95 12107     9
   89 11391     5
   26 12167     7
   55 12145     5
   68 11978    10
   89 14275     8
   46 12970     1
    8 14585     8
   22 13212     4
   51 13614     9
   81 14434     8
   92 12278     5
   26 13719     9
   14 14333    10
   84 11733     7
   11 12665     3
   32 13672     6
   64 12859     9
   23 12816     5
   21 11663     9
   25 12490     2
